interaction_type,duration,page_or_product,age,converted
11,85.0,11,34.0,0
6,172.0,22,35.0,0
0,5.0,20,30.0,0
9,50.0,2,36.0,0
6,115.0,22,43.0,0
12,15.0,26,43.0,1
12,144.0,18,51.0,1
6,39.0,22,30.0,0
1,5.0,6,45.0,0
10,10.0,14,28.0,0
10,2.0,1,18.0,0
6,166.0,19,28.0,0
12,21.0,21,45.0,1
6,138.0,26,34.0,0
0,169.0,11,18.0,0
11,265.0,25,37.0,0
10,9.0,23,31.0,0
12,29.0,30,41.0,1
8,2.0,3,22.0,0
5,88.0,3,35.0,0
12,62.0,26,22.0,1
13,61.0,1,60.0,0
6,56.0,21,33.0,0
8,1.0,2,23.0,0
11,222.0,7,30.0,0
6,158.0,30,34.0,0
7,1.0,22,45.0,0
13,65.0,20,23.0,0
6,138.0,18,26.0,0
2,110.0,6,38.0,0
8,7.0,16,48.0,0
5,91.0,30,35.0,0
11,77.0,23,33.0,0
11,157.0,14,27.0,0
0,1.0,6,21.0,0
8,1.0,18,27.0,0
5,64.0,22,54.0,0
0,1.0,11,33.0,0
2,36.0,29,43.0,0
7,2.0,19,26.0,0
12,265.0,9,18.0,1
3,57.0,24,27.0,0
2,32.0,9,45.0,0
3,21.0,13,18.0,0
11,163.0,23,18.0,0
13,191.0,12,18.0,0
13,131.0,23,41.0,0
6,16.0,27,30.0,0
12,31.0,19,42.0,1
12,21.0,3,28.0,1
12,92.0,18,33.0,1
5,69.0,18,34.0,0
11,265.0,7,44.0,0
8,4.0,30,26.0,0
6,154.0,21,39.0,0
3,35.0,32,18.0,0
12,265.0,9,35.0,1
6,84.0,22,18.0,0
12,36.0,18,41.0,1
0,1.0,8,37.0,0
3,4.0,21,38.0,0
12,40.5,26,29.0,1
12,40.5,21,33.0,1
13,83.0,10,38.0,0
1,77.5,13,35.0,0
11,182.0,11,33.0,0
12,10.0,19,32.0,1
3,23.0,32,45.0,0
7,8.0,27,32.0,0
12,12.5,26,37.0,1
8,5.0,19,18.0,0
7,5.0,3,18.0,0
11,245.0,20,49.0,0
12,173.0,12,40.0,1
9,31.0,22,33.0,0
11,151.0,0,28.0,0
8,9.0,21,39.0,0
12,7.0,31,52.0,1
12,113.0,15,35.0,1
11,253.0,6,43.0,0
12,68.0,21,41.0,1
12,67.0,4,45.0,1
9,27.0,18,38.0,0
7,9.0,21,21.0,0
11,80.0,9,37.0,0
9,22.0,18,36.0,0
12,127.0,26,34.0,1
12,113.0,15,35.0,1
11,95.0,14,36.0,0
13,183.0,0,49.0,0
6,77.0,22,35.0,0
13,265.0,6,46.0,0
12,72.0,20,37.0,1
11,159.0,20,32.0,0
2,98.0,1,18.0,0
12,115.5,18,37.0,1
12,23.0,18,37.0,1
11,92.0,5,34.0,0
7,9.0,27,33.0,0
13,223.0,13,18.0,0
13,226.0,7,42.0,0
12,29.0,18,47.0,1
9,54.0,27,36.0,0
12,23.0,21,45.0,1
6,89.0,22,34.0,0
6,90.0,16,20.0,0
12,115.0,17,30.0,1
12,74.0,16,27.0,1
2,119.0,32,52.0,0
12,128.0,10,31.0,1
3,20.0,32,45.0,0
0,4.0,25,40.0,0
11,98.0,10,28.0,0
6,176.0,26,43.0,0
9,23.0,19,32.0,0
2,90.0,12,31.0,0
11,101.0,28,34.0,0
12,69.0,4,43.0,1
12,23.0,21,42.0,1
12,44.5,4,40.0,1
12,265.0,24,43.0,1
2,21.0,20,39.0,0
12,126.5,21,44.0,1
11,180.0,29,44.0,0
3,5.0,14,18.0,0
11,229.0,32,18.0,0
6,83.0,27,41.0,0
11,41.5,9,52.0,0
11,252.0,7,45.0,0
7,2.0,19,41.0,0
7,4.0,21,32.0,0
2,59.0,8,43.0,0
6,20.0,27,38.0,0
10,6.0,6,33.0,0
4,55.0,23,27.0,0
13,163.0,23,21.0,0
13,265.0,7,20.0,0
8,10.0,21,51.0,0
8,2.0,16,45.0,0
3,27.0,20,41.0,0
12,164.0,13,18.0,1
8,10.0,18,44.0,0
12,25.0,18,54.0,1
12,49.0,21,34.0,1
6,77.0,22,42.0,0
2,91.0,20,42.0,0
7,6.0,27,31.0,0
8,1.0,3,36.0,0
8,8.0,30,27.0,0
13,152.0,10,24.0,0
9,43.0,30,40.0,0
11,265.0,14,31.0,0
8,4.0,30,40.0,0
6,138.0,22,36.0,0
5,61.0,21,36.0,0
12,214.0,0,34.0,1
11,60.0,10,22.0,0
11,75.0,8,38.0,0
12,154.0,24,18.0,1
12,26.0,26,30.0,1
11,260.0,5,31.0,0
6,82.0,3,42.0,0
11,134.0,5,48.0,0
13,73.0,11,22.0,0
12,84.5,18,52.0,1
8,4.0,22,34.0,0
6,141.0,18,28.0,0
3,50.0,6,38.0,0
5,92.0,21,43.0,0
7,3.0,27,36.0,0
8,9.0,21,32.0,0
12,58.0,27,25.0,1
7,2.0,18,43.0,0
10,9.0,8,30.0,0
8,1.0,16,28.0,0
3,55.0,0,23.0,0
9,25.0,3,21.0,0
2,98.0,5,18.0,0
13,87.0,25,26.0,0
7,7.0,27,26.0,0
8,4.0,18,37.0,0
11,265.0,12,37.0,0
11,76.0,9,18.0,0
7,5.0,27,22.0,0
9,44.0,30,39.0,0
12,52.0,21,31.0,1
7,9.0,16,35.0,0
3,11.0,10,39.0,0
1,9.0,20,42.0,0
6,32.0,27,18.0,0
11,136.0,8,35.0,0
6,37.0,26,32.0,0
1,6.0,11,33.0,0
6,27.0,31,37.0,0
7,3.0,16,29.0,0
3,40.5,25,24.0,0
9,41.0,21,23.0,0
12,69.0,24,36.0,1
12,89.0,27,34.0,1
2,114.0,6,30.0,0
11,215.0,0,27.0,0
13,235.0,20,29.0,0
7,7.0,2,19.0,0
12,80.5,26,33.0,1
3,39.0,0,41.0,0
7,1.0,3,34.0,0
3,23.0,7,36.0,0
8,10.0,21,28.0,0
8,8.0,2,41.0,0
3,22.0,1,28.0,0
11,120.0,7,33.0,0
12,18.5,27,31.0,1
12,139.0,5,23.0,1
9,38.0,22,29.0,0
2,100.0,14,28.0,0
0,1.0,1,28.0,0
12,265.0,23,37.0,1
6,116.0,27,35.0,0
2,29.0,14,23.0,0
7,4.0,30,39.0,0
11,201.0,5,27.0,0
11,148.0,1,43.0,0
0,3.0,6,23.0,0
8,1.0,16,32.0,0
11,242.0,6,33.0,0
2,100.0,6,29.0,0
2,52.0,20,18.0,0
12,10.0,18,45.0,1
6,126.0,27,31.0,0
12,25.5,15,49.0,1
6,173.0,21,32.0,0
5,44.0,2,18.0,0
10,10.0,25,28.0,0
7,2.0,27,45.0,0
1,6.0,14,60.0,0
12,36.0,27,32.0,1
10,7.0,32,19.0,0
12,12.0,18,37.0,1
7,8.0,21,42.0,0
8,10.0,21,18.0,0
12,4.5,21,52.0,1
12,9.0,18,45.0,1
7,1.0,22,34.0,0
7,7.0,22,31.0,0
12,155.0,7,30.0,1
11,29.0,0,45.0,0
12,26.0,22,40.0,1
11,159.0,12,44.0,0
10,5.0,32,42.0,0
13,254.0,29,42.0,0
7,9.0,19,25.0,0
11,264.0,6,30.0,0
2,81.0,29,42.0,0
12,265.0,32,43.0,1
5,16.0,22,39.0,0
0,2.0,10,43.0,0
3,18.0,12,55.0,0
12,157.0,28,34.0,1
8,5.0,21,34.0,0
11,4.0,30,33.0,0
8,10.0,30,29.0,0
12,22.0,18,36.0,1
6,40.0,30,35.0,0
7,9.0,19,27.0,0
11,265.0,32,42.0,0
11,261.0,29,27.0,0
12,265.0,5,29.0,1
6,64.0,2,34.0,0
12,195.0,12,30.0,1
12,51.0,18,40.0,1
11,265.0,24,30.0,0
12,243.0,20,27.0,1
13,184.0,0,23.0,0
12,36.0,26,34.0,1
7,1.0,31,18.0,0
2,14.0,8,25.0,0
1,8.0,32,31.0,0
11,204.0,25,39.0,0
7,8.0,31,22.0,0
11,250.0,6,29.0,0
12,74.5,18,34.0,1
11,264.0,28,27.0,0
4,58.0,23,42.0,0
12,127.0,23,45.0,1
12,3.0,21,28.0,1
11,202.0,28,33.0,0
13,205.0,6,47.0,0
5,63.0,19,18.0,0
3,33.0,13,20.0,0
12,97.0,20,31.0,1
12,128.0,26,33.0,1
12,48.0,19,18.0,1
12,201.0,7,44.0,1
7,9.0,2,29.0,0
13,66.0,6,27.0,0
12,127.5,27,26.0,1
12,87.0,10,18.0,1
13,98.0,13,54.0,0
12,74.0,22,28.0,1
9,37.0,27,37.0,0
13,139.0,0,52.0,0
12,120.0,23,30.0,1
12,29.0,18,38.0,1
8,10.0,3,41.0,0
3,15.0,11,38.0,0
12,84.0,26,27.0,1
10,6.0,11,41.0,0
12,44.0,21,45.0,1
12,153.0,1,29.0,1
8,7.0,18,18.0,0
2,119.0,7,30.0,0
7,1.0,16,28.0,0
7,5.0,22,25.0,0
1,7.0,20,26.0,0
7,2.0,26,25.0,0
6,111.0,26,31.0,0
12,55.0,19,28.0,1
6,134.0,22,52.0,0
11,244.0,24,21.0,0
12,54.0,3,42.0,1
6,127.0,21,29.0,0
12,19.5,3,23.0,1
7,8.0,30,39.0,0
9,30.0,27,27.0,0
7,10.0,3,36.0,0
10,8.0,8,24.0,0
13,195.0,28,45.0,0
3,52.0,1,28.0,0
12,103.5,22,28.0,1
10,1.0,8,18.0,0
7,10.0,30,21.0,0
7,5.0,27,18.0,0
5,53.0,21,34.0,0
11,265.0,9,27.0,0
8,5.0,30,26.0,0
12,44.5,27,34.0,1
6,76.0,27,33.0,0
8,6.0,27,31.0,0
3,25.0,29,26.0,0
2,57.0,7,30.0,0
6,38.0,21,40.0,0
6,11.0,27,60.0,0
12,58.0,17,33.0,1
6,48.0,26,19.0,0
13,86.0,14,18.0,0
6,169.0,22,18.0,0
0,3.0,1,37.0,0
11,125.0,12,35.0,0
12,265.0,12,37.0,1
11,185.0,20,37.0,0
7,3.0,22,42.0,0
2,20.0,29,36.0,0
6,97.0,31,59.0,0
10,5.0,20,45.0,0
11,245.0,5,21.0,0
12,45.0,22,25.0,1
8,3.0,16,40.0,0
12,10.0,16,53.0,1
12,11.5,18,44.0,1
6,15.0,3,36.0,0
9,23.0,18,43.0,0
12,51.5,18,32.0,1
11,265.0,23,21.0,0
13,83.0,10,32.0,0
8,4.0,21,20.0,0
12,104.5,31,50.0,1
11,182.0,6,34.0,0
13,118.0,12,23.0,0
6,172.0,2,34.0,0
7,2.0,18,24.0,0
3,11.0,0,24.0,0
9,42.0,22,33.0,0
12,121.0,24,23.0,1
9,37.0,22,36.0,0
6,158.0,3,18.0,0
8,9.0,16,26.0,0
8,3.0,3,31.0,0
2,15.0,6,24.0,0
13,221.0,9,18.0,0
1,5.0,24,32.0,0
8,8.0,27,24.0,0
3,42.0,10,24.0,0
3,43.0,23,36.0,0
12,57.5,3,22.0,1
12,85.0,27,40.0,1
11,198.0,8,27.0,0
7,6.0,27,42.0,0
2,56.0,28,18.0,0
13,181.0,8,35.0,0
6,78.0,2,35.0,0
8,6.0,27,34.0,0
12,9.0,27,18.0,1
13,171.0,28,57.0,0
13,265.0,20,33.0,0
9,27.5,18,18.0,0
8,5.0,26,23.0,0
12,78.0,18,34.0,1
8,4.0,26,18.0,0
12,58.0,21,40.0,1
7,2.0,19,33.0,0
6,174.0,18,22.0,0
12,15.5,18,40.0,1
12,58.5,18,39.0,1
3,19.0,8,25.0,0
8,6.0,21,20.0,0
7,1.0,3,32.0,0
8,9.0,18,32.0,0
5,98.0,3,36.0,0
7,9.0,22,29.0,0
12,126.0,32,18.0,1
3,25.0,24,35.0,0
3,44.0,8,46.0,0
3,40.0,25,40.0,0
7,2.0,18,42.0,0
3,28.0,9,18.0,0
12,187.0,14,42.0,1
12,112.5,18,37.0,1
8,7.0,22,38.0,0
3,51.0,13,30.0,0
6,35.0,21,18.0,0
12,94.5,3,29.0,1
8,2.0,18,33.0,0
12,65.0,18,30.0,1
11,217.0,25,30.0,0
9,38.0,27,37.0,0
3,60.0,13,18.0,0
13,265.0,24,37.0,0
12,29.0,18,36.0,1
6,66.0,18,18.0,0
10,5.0,28,49.0,0
12,65.0,30,38.0,1
1,8.0,13,28.0,0
12,238.0,10,38.0,1
6,38.0,3,34.0,0
2,111.0,12,18.0,0
2,25.0,29,40.0,0
11,195.0,28,20.0,0
8,10.0,22,37.0,0
12,265.0,7,22.0,1
7,9.0,2,25.0,0
12,66.0,3,28.0,1
3,23.0,23,33.0,0
7,10.0,27,18.0,0
8,3.0,21,46.0,0
11,131.0,23,36.0,0
13,239.0,32,29.0,0
12,43.0,22,29.0,1
12,82.0,17,20.0,1
10,3.0,11,39.0,0
12,49.0,21,42.0,1
12,33.0,21,32.0,1
6,12.0,27,42.0,0
3,31.0,10,42.0,0
2,66.0,5,31.0,0
4,37.0,29,29.0,0
4,22.0,25,31.0,0
12,41.0,19,31.0,1
3,9.0,0,28.0,0
12,36.0,19,38.0,1
12,75.5,18,60.0,1
6,173.0,21,36.0,0
2,108.0,9,54.0,0
11,171.0,28,45.0,0
8,7.0,16,34.0,0
6,152.0,27,24.0,0
12,97.0,3,29.0,1
8,37.0,21,18.0,0
12,213.0,10,18.0,1
6,125.0,30,21.0,0
5,99.0,22,48.0,0
12,215.0,0,36.0,1
8,9.0,21,43.0,0
12,84.0,7,45.0,1
9,14.0,22,37.0,0
7,8.0,2,35.0,0
12,74.5,19,43.0,1
6,78.0,2,20.0,0
7,10.0,18,18.0,0
0,2.0,25,18.0,0
6,101.0,27,31.0,0
2,39.0,28,21.0,0
8,5.0,18,21.0,0
6,42.0,2,37.0,0
13,68.0,25,19.0,0
1,4.0,23,33.0,0
12,91.0,18,37.0,1
13,265.0,11,18.0,0
12,48.0,21,32.0,1
11,114.0,23,22.0,0
9,55.0,18,26.0,0
5,46.0,27,54.0,0
0,2.0,10,26.0,0
13,220.0,12,21.0,0
12,66.0,20,55.0,1
11,265.0,8,29.0,0
7,9.0,18,30.0,0
7,9.0,30,33.0,0
12,67.0,27,18.0,1
8,4.0,3,43.0,0
6,160.0,2,18.0,0
6,85.0,31,23.0,0
2,87.0,23,18.0,0
11,54.0,7,35.0,0
11,257.0,29,43.0,0
12,78.5,26,29.0,1
3,25.0,1,30.0,0
7,6.0,27,25.0,0
6,119.0,2,18.0,0
10,10.0,14,32.0,0
12,219.0,20,34.0,1
12,49.5,22,23.0,1
7,5.0,30,18.0,0
12,260.0,13,18.0,1
11,265.0,8,32.0,0
0,1.0,23,28.0,0
3,43.0,10,41.0,0
12,38.0,16,39.0,1
0,4.0,0,18.0,0
6,37.0,30,18.0,0
12,50.0,27,18.0,1
12,187.0,10,40.0,1
12,10.0,18,32.0,1
2,60.0,6,18.0,0
3,10.0,1,18.0,0
3,29.0,32,18.0,0
6,102.0,21,34.0,0
12,31.5,18,35.0,1
6,20.0,2,40.0,0
12,58.0,26,42.0,1
3,10.0,8,19.0,0
2,88.0,14,24.0,0
8,8.0,18,43.0,0
6,110.0,27,33.0,0
4,33.0,24,40.0,0
12,31.0,16,32.0,1
12,22.0,3,28.0,1
7,8.0,21,43.0,0
0,5.0,25,41.0,0
12,52.0,21,33.0,1
8,8.0,26,44.0,0
2,89.0,11,33.0,0
0,1.0,13,18.0,0
12,95.0,0,18.0,1
9,26.0,3,26.0,0
13,231.0,25,53.0,0
12,33.0,21,33.0,1
13,130.0,10,33.0,0
11,72.0,23,23.0,0
0,4.0,24,40.0,0
12,14.0,18,44.0,1
12,126.0,20,37.0,1
8,8.5,16,34.0,0
12,128.0,26,36.0,1
12,69.0,18,34.0,1
8,6.0,27,31.0,0
11,113.0,1,28.0,0
10,3.0,11,33.0,0
12,162.0,8,25.0,1
12,21.5,31,50.0,1
0,5.0,24,18.0,0
3,17.0,24,32.0,0
11,173.0,10,51.0,0
7,10.0,31,41.0,0
12,97.0,12,24.0,1
3,50.0,1,18.0,0
13,205.0,1,34.0,0
2,110.0,20,42.0,0
12,226.0,8,23.0,1
12,13.0,15,29.0,1
8,1.0,2,34.0,0
11,205.0,23,47.0,0
7,10.0,27,54.0,0
12,54.0,19,37.0,1
10,8.0,7,54.0,0
12,129.0,24,38.0,1
8,5.0,16,52.0,0
6,35.0,21,52.0,0
10,10.0,23,25.0,0
13,86.0,1,50.0,0
2,55.0,6,43.0,0
2,76.0,29,35.0,0
12,81.5,27,43.0,1
6,54.0,21,22.0,0
3,5.0,32,30.0,0
2,72.0,14,30.0,0
9,34.0,26,43.0,0
8,8.0,16,43.0,0
8,172.0,25,39.0,0
12,47.0,21,36.0,1
6,50.0,18,60.0,0
13,105.0,24,18.0,0
3,28.0,11,18.0,0
12,114.0,18,54.0,1
10,7.0,28,32.0,0
12,57.0,3,26.0,1
4,52.0,28,42.0,0
11,150.0,7,18.0,0
8,1.0,22,29.0,0
12,79.0,25,34.0,1
3,59.0,5,24.0,0
6,50.0,31,36.0,0
12,214.0,25,30.0,1
12,30.0,3,31.0,1
12,31.0,17,24.0,1
5,90.0,27,35.0,0
9,22.0,18,27.0,0
4,29.5,14,31.0,0
12,150.0,12,46.0,1
7,5.0,26,26.0,0
12,135.0,21,44.0,1
12,10.0,26,38.0,1
8,10.0,30,26.0,0
12,111.0,20,38.0,1
11,100.0,0,38.0,0
2,81.0,6,18.0,0
11,113.0,0,28.0,0
8,10.0,18,31.0,0
7,2.0,22,32.0,0
3,30.0,25,31.0,0
6,138.0,27,43.0,0
12,69.0,32,23.0,1
12,102.5,27,38.0,1
7,1.0,27,31.0,0
6,140.0,26,26.0,0
12,57.0,22,18.0,1
6,64.0,22,41.0,0
3,9.0,14,26.0,0
6,28.0,19,35.0,0
12,59.5,18,41.0,1
6,32.0,3,33.0,0
3,6.0,6,40.0,0
8,7.0,30,26.0,0
7,6.0,16,40.0,0
12,39.0,22,25.0,1
2,83.0,8,42.0,0
12,39.5,27,31.0,1
11,117.0,25,21.0,0
10,1.0,1,51.0,0
12,94.0,23,36.0,1
12,41.5,18,41.0,1
8,8.0,18,26.0,0
6,7.0,19,27.0,0
3,25.0,12,31.0,0
6,67.0,21,42.0,0
7,4.0,18,24.0,0
6,97.0,21,18.0,0
12,137.0,18,32.0,1
12,120.0,12,59.0,1
12,41.5,21,52.0,1
12,69.0,21,43.0,1
12,265.0,12,27.0,1
11,86.0,32,29.0,0
12,96.0,6,34.0,1
3,13.0,0,18.0,0
6,42.0,26,35.0,0
12,17.0,26,35.0,1
6,121.0,3,23.0,0
2,98.0,1,36.0,0
12,10.0,3,25.0,1
8,6.0,21,18.0,0
3,22.0,7,21.0,0
12,256.0,14,42.0,1
12,52.0,26,35.0,1
13,134.0,12,30.0,0
12,132.0,20,37.0,1
11,265.0,13,30.0,0
5,89.0,22,32.0,0
8,3.0,2,40.0,0
12,40.0,27,29.0,1
8,7.0,22,18.0,0
11,265.0,24,37.0,0
12,39.5,26,25.0,1
11,171.0,12,31.0,0
2,94.0,10,43.0,0
11,105.0,11,42.0,0
7,6.0,31,25.0,0
12,17.0,19,51.0,1
2,19.0,9,29.0,0
8,4.0,30,44.0,0
13,115.0,13,45.0,0
5,115.0,21,32.0,0
3,52.0,5,47.0,0
5,114.0,21,36.0,0
12,12.0,21,47.0,1
0,3.0,12,28.0,0
12,230.0,5,27.0,1
11,234.0,11,18.0,0
12,55.0,21,41.0,1
3,36.0,23,18.0,0
8,2.0,22,24.0,0
7,5.0,3,28.0,0
12,50.5,18,28.0,1
6,41.0,26,41.0,0
13,237.0,7,32.0,0
11,112.0,0,31.0,0
8,4.0,18,35.0,0
12,65.0,27,50.0,1
12,8.0,21,21.0,1
11,265.0,14,28.0,0
12,265.0,28,29.0,1
13,214.0,20,29.0,0
12,17.0,18,27.0,1
9,53.0,22,48.0,0
7,26.5,31,19.0,0
3,11.0,23,31.0,0
12,121.0,19,28.0,1
3,22.0,10,28.0,0
8,1.0,26,45.0,0
7,10.0,18,32.0,0
6,155.0,2,18.0,0
12,257.0,1,48.0,1
8,6.0,22,32.0,0
13,171.0,7,19.0,0
12,33.5,21,33.0,1
5,110.0,16,33.0,0
9,54.0,22,33.0,0
3,60.0,5,23.0,0
9,15.0,18,46.0,0
5,238.0,23,28.0,0
3,7.0,6,29.0,0
6,71.0,26,42.0,0
12,54.0,22,29.0,1
13,265.0,20,37.0,0
12,41.0,26,44.0,1
7,8.0,22,39.0,0
13,77.0,28,27.0,0
1,7.0,9,47.0,0
8,1.0,21,37.0,0
11,148.0,28,49.0,0
12,10.0,18,18.0,1
7,2.0,19,30.0,0
11,211.0,5,30.0,0
2,97.0,11,44.0,0
6,88.0,30,22.0,0
6,160.0,2,30.0,0
13,265.0,28,37.0,0
0,3.0,9,30.0,0
11,105.0,24,37.0,0
3,48.0,8,23.0,0
11,224.0,10,32.0,0
12,20.0,27,29.0,1
2,37.0,0,40.0,0
6,71.0,2,23.0,0
8,4.0,21,24.0,0
13,199.0,6,43.0,0
11,108.0,23,43.0,0
7,4.0,22,28.0,0
7,7.0,27,38.0,0
6,132.0,18,18.0,0
8,6.0,27,35.0,0
12,260.0,8,29.0,1
11,265.0,28,37.0,0
12,234.0,6,24.0,1
9,29.0,26,37.0,0
11,131.0,32,33.0,0
12,58.0,22,29.0,1
6,120.0,21,28.0,0
11,164.0,23,36.0,0
6,28.0,2,39.0,0
7,5.0,26,47.0,0
3,19.0,9,30.0,0
12,50.0,3,29.0,1
7,5.0,22,21.0,0
7,5.0,21,18.0,0
12,31.0,18,50.0,1
13,265.0,13,18.0,0
12,92.0,6,26.0,1
12,17.0,26,18.0,1
12,215.0,1,18.0,1
12,247.0,7,31.0,1
12,102.5,16,42.0,1
12,68.0,18,26.0,1
13,154.0,1,18.0,0
12,8.5,27,42.0,1
8,1.0,22,37.0,0
13,189.0,11,47.0,0
13,243.0,13,49.0,0
13,190.0,8,29.0,0
9,22.0,21,41.0,0
3,18.0,6,34.0,0
6,105.0,18,41.0,0
8,5.0,22,49.0,0
0,2.0,28,31.0,0
6,44.0,30,42.0,0
12,172.0,8,30.0,1
2,98.0,20,30.0,0
3,37.0,20,42.0,0
6,69.0,31,36.0,0
2,29.0,5,18.0,0
3,42.0,32,22.0,0
10,3.0,25,18.0,0
8,8.0,30,18.0,0
12,26.5,18,37.0,1
11,220.0,7,18.0,0
12,77.5,21,36.0,1
12,171.0,31,49.0,1
12,8.5,19,46.0,1
7,5.0,22,37.0,0
6,58.0,31,35.0,0
12,120.0,11,24.0,1
12,81.0,15,25.0,1
6,92.0,16,40.0,0
13,229.0,5,18.0,0
12,12.5,18,60.0,1
7,10.0,3,34.0,0
12,111.0,12,40.0,1
12,4.0,16,25.0,1
2,86.0,7,36.0,0
12,10.0,18,45.0,1
7,10.0,30,25.0,0
11,265.0,6,18.0,0
6,176.0,18,26.0,0
6,140.0,26,29.0,0
12,48.0,19,27.0,1
5,48.0,13,43.0,0
9,53.0,22,30.0,0
6,109.0,27,27.0,0
11,98.0,20,26.0,0
7,3.0,19,20.0,0
6,151.0,19,29.0,0
6,93.0,19,28.0,0
12,6.0,18,36.0,1
3,8.0,12,42.0,0
11,67.0,20,33.0,0
7,2.0,26,18.0,0
12,74.0,26,25.0,1
7,2.0,21,18.0,0
6,111.0,31,22.0,0
1,5.0,28,35.0,0
7,5.0,26,19.0,0
12,69.0,25,34.0,1
3,26.0,12,29.0,0
7,1.0,21,30.0,0
11,122.0,28,37.0,0
2,89.0,13,32.0,0
12,90.0,15,27.0,1
12,15.5,27,34.0,1
12,21.5,19,18.0,1
2,45.0,20,30.0,0
8,5.0,2,32.0,0
8,10.0,3,21.0,0
9,12.0,18,39.0,0
4,48.0,5,32.0,0
11,265.0,20,31.0,0
7,2.0,31,18.0,0
4,35.0,25,32.0,0
8,9.0,21,18.0,0
3,7.0,9,18.0,0
10,5.0,12,34.0,0
3,54.0,32,36.0,0
12,84.5,18,47.0,1
5,61.0,27,45.0,0
6,145.0,27,26.0,0
13,251.0,10,32.0,0
12,52.5,17,42.0,1
12,45.0,3,38.0,1
12,57.0,26,36.0,1
6,30.0,26,20.0,0
8,5.0,18,52.0,0
1,5.0,25,36.0,0
2,105.0,5,26.0,0
2,34.0,29,29.0,0
8,79.0,27,25.0,0
2,75.0,10,18.0,0
6,147.0,27,32.0,0
10,1.0,29,37.0,0
12,53.5,22,41.0,1
8,5.0,19,28.0,0
12,265.0,20,27.0,1
12,237.0,13,34.0,1
12,8.0,26,40.0,1
12,123.0,16,35.0,1
11,207.0,8,29.0,0
12,59.0,21,52.0,1
12,37.0,21,48.0,1
11,92.0,12,48.0,0
12,105.0,21,54.0,1
3,20.0,12,33.0,0
12,151.0,1,18.0,1
10,5.0,24,19.0,0
6,139.0,22,28.0,0
12,48.0,3,18.0,1
2,93.0,1,32.0,0
7,4.0,16,47.0,0
12,53.0,21,35.0,1
6,124.0,16,26.0,0
11,37.0,0,32.0,0
12,265.0,10,18.0,1
7,8.0,3,19.0,0
12,210.0,5,26.0,1
3,59.0,24,30.0,0
7,10.0,18,29.0,0
12,22.5,18,42.0,1
12,27.0,18,51.0,1
6,42.0,18,49.0,0
12,69.0,18,29.0,1
8,3.0,26,30.0,0
11,159.0,11,32.0,0
11,265.0,8,37.0,0
9,49.0,19,53.0,0
6,81.0,22,22.0,0
10,7.0,13,40.0,0
12,69.0,22,18.0,1
2,78.0,5,30.0,0
11,249.0,11,28.0,0
11,265.0,29,18.0,0
3,55.0,20,29.0,0
11,191.0,23,30.0,0
6,100.0,21,26.0,0
8,6.0,2,32.0,0
13,60.0,8,18.0,0
13,39.0,9,29.0,0
2,89.0,12,26.0,0
13,157.0,24,29.0,0
6,99.0,18,35.0,0
12,73.0,30,41.0,1
12,8.0,18,37.0,1
7,5.0,3,25.0,0
12,76.0,18,18.0,1
4,24.0,32,29.0,0
0,5.0,12,18.0,0
12,239.0,25,44.0,1
8,6.0,18,18.0,0
4,37.0,6,40.0,0
12,55.0,26,31.0,1
7,5.0,27,24.0,0
12,30.0,19,31.0,1
12,34.5,18,44.0,1
11,265.0,23,25.0,0
12,145.0,18,37.0,1
6,101.0,31,26.0,0
1,9.0,1,44.0,0
12,265.0,13,22.0,1
5,29.0,27,29.0,0
12,45.0,19,28.0,1
7,10.0,2,23.0,0
6,21.0,27,32.0,0
8,8.0,18,34.0,0
8,6.0,27,18.0,0
2,6.0,8,35.0,0
6,42.0,2,29.0,0
12,108.0,22,38.0,1
3,10.0,10,27.0,0
8,1.0,18,22.0,0
7,8.0,2,24.0,0
1,6.0,25,40.0,0
3,45.0,7,18.0,0
11,220.0,0,46.0,0
7,3.0,31,18.0,0
6,87.0,19,18.0,0
12,115.5,31,49.0,1
11,171.0,1,29.0,0
12,103.5,21,42.0,1
2,79.0,32,18.0,0
6,40.0,22,37.0,0
12,262.0,12,30.0,1
3,12.0,5,18.0,0
12,50.0,27,31.0,1
2,25.0,7,44.0,0
12,60.0,22,40.0,1
12,39.0,27,35.0,1
12,29.0,31,41.0,1
12,73.0,18,40.0,1
12,13.0,19,26.0,1
0,2.0,8,42.0,0
11,187.0,1,18.0,0
12,232.0,8,18.0,1
12,49.5,18,36.0,1
12,45.0,26,43.0,1
2,107.0,0,41.0,0
13,265.0,8,42.0,0
13,45.0,20,18.0,0
7,9.0,26,55.0,0
12,45.0,18,49.0,1
12,77.5,19,38.0,1
3,46.0,11,35.0,0
10,2.0,12,18.0,0
3,46.0,7,18.0,0
3,10.0,32,18.0,0
8,5.0,27,40.0,0
12,74.0,27,36.0,1
8,8.0,21,39.0,0
11,223.0,29,47.0,0
12,27.0,27,27.0,1
12,41.5,26,32.0,1
0,3.0,32,46.0,0
12,42.0,18,33.0,1
6,36.0,2,30.0,0
12,82.0,19,47.0,1
7,3.0,3,54.0,0
11,122.0,8,35.0,0
11,72.0,25,34.0,0
12,244.0,20,28.0,1
0,1.0,6,40.0,0
2,71.0,0,35.0,0
10,1.0,8,37.0,0
8,5.0,3,18.0,0
8,5.0,26,45.0,0
